"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","regulation"
"1094",2.35956985663887e-101,-1.17668797472998,1,0.999,4.71913971327773e-98,"A5","LCN2","Downregulated"
"1095",0,-1.00448840172282,0.469,0.814,0,"A7","TXNRD1","Downregulated"
"1096",0,-1.01202981826118,0.5,0.889,0,"A7","SKIL","Downregulated"
"1097",0,-1.03150132545066,0.32,0.749,0,"A7","ASPH","Downregulated"
"1098",0,-1.04796315065093,0.485,0.748,0,"A7","TNFAIP2","Downregulated"
"1099",0,-1.0826607012056,0.133,0.68,0,"A7","BICC1","Downregulated"
"1100",0,-1.10577301861247,0.776,0.904,0,"A7","TFPI","Downregulated"
"1101",0,-1.18644260143605,0.368,0.836,0,"A7","PHLDA2","Downregulated"
"1102",0,-1.23675634643827,0.752,0.933,0,"A7","SQSTM1","Downregulated"
"1103",0,-1.30924091667436,0.508,0.834,0,"A7","F3","Downregulated"
"1104",0,-1.35229725176661,0.634,0.902,0,"A7","IRF1","Downregulated"
"1105",0,-1.36056939975361,0.422,0.827,0,"A7","CYR61","Downregulated"
"1106",0,-1.38944032895064,0.974,0.985,0,"A7","S100A11","Downregulated"
"1107",0,-1.43390529650403,0.739,0.881,0,"A7","TPM4","Downregulated"
"1108",0,-1.4419188938824,0.658,0.89,0,"A7","PLK2","Downregulated"
"1109",0,-1.45965077153164,0.705,0.886,0,"A7","FOS","Downregulated"
"1110",0,-1.48824118921411,0.74,0.862,0,"A7","DUOX2","Downregulated"
"1111",0,-1.5000237092174,0.597,0.834,0,"A7","FOSB","Downregulated"
"1112",0,-1.55126437845501,0.36,0.777,0,"A7","IER3","Downregulated"
"1113",0,-1.63694391829956,0.631,0.863,0,"A7","CCL20","Downregulated"
"1114",0,-1.70162527486029,0.601,0.837,0,"A7","DUOXA2","Downregulated"
"1115",0,-1.75566489343978,0.552,0.906,0,"A7","ATF3","Downregulated"
"1116",0,-1.77002298959159,0.57,0.836,0,"A7","KLF6","Downregulated"
"1117",0,-1.7930523145765,0.682,0.883,0,"A7","CXCL2","Downregulated"
"1118",0,-1.80261580699505,0.845,0.952,0,"A7","SAT1","Downregulated"
"1119",0,-1.80849587756659,0.965,0.96,0,"A7","ITGB1","Downregulated"
"1120",0,-1.87203397798913,0.354,0.835,0,"A7","CXCL3","Downregulated"
"1121",0,-1.89608357516535,0.517,0.906,0,"A7","NFKBIA","Downregulated"
"1122",0,-1.95763998430225,0.515,0.858,0,"A7","HES1","Downregulated"
"1123",0,-2.07894176450817,0.789,0.939,0,"A7","SOX4","Downregulated"
"1124",0,-2.43004138419045,0.957,0.982,0,"A7","TPM1","Downregulated"
"1125",0,-2.50258769385267,0.59,0.851,0,"A7","CCL2","Downregulated"
"1126",0,-2.50874976575026,0.56,0.94,0,"A7","CXCL8","Downregulated"
"1127",0,-4.35917954946583,0.892,0.969,0,"A7","NEAT1","Downregulated"
"1128",0,-4.48115448115148,0.988,0.997,0,"A7","MALAT1","Downregulated"
"1129",3.72487507555954e-307,-1.06582701983084,0.275,0.682,7.44975015111908e-304,"A7","CD59","Downregulated"
"1130",1.87408282345771e-304,-1.19174615148724,0.243,0.666,3.74816564691543e-301,"A7","DUSP1","Downregulated"
"1131",2.52353282010209e-304,-1.20753102630863,0.303,0.708,5.04706564020417e-301,"A7","BIRC3","Downregulated"
"1132",7.11182724831286e-304,-1.00632935798363,0.794,0.828,1.42236544966257e-300,"A7","INTS6","Downregulated"
"1133",5.01919215769089e-300,-1.33691689795613,0.551,0.76,1.00383843153818e-296,"A7","PMEPA1","Downregulated"
"1134",4.84680835632883e-298,-1.36035661711517,0.415,0.734,9.69361671265766e-295,"A7","ANXA2","Downregulated"
"1135",7.14533865356094e-293,-1.14231079008655,0.657,0.797,1.42906773071219e-289,"A7","PPP1R15A","Downregulated"
"1136",4.28529015332383e-287,-2.00309307384561,0.337,0.714,8.57058030664766e-284,"A7","CXCL1","Downregulated"
"1137",2.89084877401718e-269,-2.21639123222662,0.947,0.869,5.78169754803436e-266,"A7","ANKRD36C","Downregulated"
"1138",1.95555186713559e-265,-1.0887101689026,0.881,0.849,3.91110373427117e-262,"A7","GBP1","Downregulated"
"1139",6.48291868362504e-259,-1.27851605754674,0.72,0.897,1.29658373672501e-255,"A7","MYL12A","Downregulated"
"1140",1.68299927839386e-251,-1.17560246133801,0.427,0.796,3.36599855678772e-248,"A7","BTG2","Downregulated"
"1141",7.84390449489994e-250,-1.83332909717474,1,0.999,1.56878089897999e-246,"A7","LCN2","Downregulated"
"1142",1.6459266572382e-244,-1.34484171626637,0.814,0.803,3.29185331447639e-241,"A7","DST","Downregulated"
"1143",3.3282004113726e-241,-1.04375089752262,0.341,0.734,6.6564008227452e-238,"A7","DDIT3","Downregulated"
"1144",4.00552438329662e-239,-1.37177701714123,0.845,0.912,8.01104876659323e-236,"A7","SDC4","Downregulated"
"1145",6.79467911487748e-232,-1.54085325417639,0.943,0.971,1.3589358229755e-228,"A7","S100A10","Downregulated"
"1146",1.01124964647207e-227,-1.50385897363454,0.257,0.595,2.02249929294415e-224,"A7","CFTR","Downregulated"
"1147",2.51476189831687e-223,-1.20586472963623,0.57,0.778,5.02952379663373e-220,"A7","FXYD2","Downregulated"
"1148",6.17448642823548e-222,-1.2768308773942,0.592,0.848,1.2348972856471e-218,"A7","KRT7","Downregulated"
"1149",1.9093354966832e-221,-2.01323969251804,0.948,0.884,3.8186709933664e-218,"A7","MMP7","Downregulated"
"1150",7.20277290676815e-210,-1.14694690273372,0.369,0.694,1.44055458135363e-206,"A7","MUC1","Downregulated"
"1151",1.10568586256124e-208,-1.46715492328739,0.793,0.897,2.21137172512247e-205,"A7","TNFRSF12A","Downregulated"
"1152",1.66394655550167e-207,-1.26873256244064,0.499,0.721,3.32789311100334e-204,"A7","RNF213","Downregulated"
"1153",8.74192796961361e-204,-1.34452332441458,0.676,0.877,1.74838559392272e-200,"A7","ID3","Downregulated"
"1154",5.39961738176473e-195,-1.3336877338369,0.754,0.864,1.07992347635295e-191,"A7","C12orf75","Downregulated"
"1155",5.8975574804579e-186,-1.06248917417646,0.789,0.895,1.17951149609158e-182,"A7","MYL12B","Downregulated"
"1156",2.05610304634365e-182,-1.32371763533645,0.954,0.932,4.1122060926873e-179,"A7","GPX2","Downregulated"
"1157",4.4618603835335e-179,-1.13606346979367,0.958,0.895,8.92372076706701e-176,"A7","PIGR","Downregulated"
"1158",5.42590709622614e-177,-1.05678417418076,0.901,0.918,1.08518141924523e-173,"A7","HSPB1","Downregulated"
"1159",9.68061041992549e-175,-1.59265637484122,0.365,0.605,1.9361220839851e-171,"A7","IGFBP7","Downregulated"
"1160",1.24041394160868e-173,-1.00002363540003,0.456,0.724,2.48082788321736e-170,"A7","C3","Downregulated"
"1161",2.42765178465034e-173,-1.42896671209731,0.808,0.921,4.85530356930067e-170,"A7","PRDX1","Downregulated"
"1162",5.51543912214486e-161,-1.26151251493621,0.942,0.957,1.10308782442897e-157,"A7","KRT18","Downregulated"
"1163",2.18352787400547e-154,-1.15700407062843,0.84,0.917,4.36705574801093e-151,"A7","AKR1C2","Downregulated"
"1164",1.90894221998563e-147,-1.48596348899302,0.989,0.987,3.81788443997126e-144,"A7","S100A6","Downregulated"
"1165",1.96451935749539e-142,-2.12506678624614,0.396,0.599,3.92903871499077e-139,"A7","SPP1","Downregulated"
"1166",4.82182827373001e-128,-1.05382519567485,0.309,0.571,9.64365654746002e-125,"A7","KRT19","Downregulated"
"1167",4.98277284284719e-128,-1.08500236539653,0.395,0.637,9.96554568569439e-125,"A7","SLC25A37","Downregulated"
"1168",3.15074849117306e-118,-1.08830331703455,0.315,0.532,6.30149698234612e-115,"A7","CTGF","Downregulated"
"1169",1.81628447287009e-113,-1.13135142048134,0.663,0.761,3.63256894574018e-110,"A7","WFDC2","Downregulated"
"1170",5.66990948880445e-91,-1.02855790584451,0.752,0.792,1.13398189776089e-87,"A7","IFITM2","Downregulated"
"1171",1.13006144281084e-88,-1.99862615371405,0.57,0.661,2.26012288562167e-85,"A7","TFPI2","Downregulated"
"1172",1.55229666267244e-68,-1.48909066119508,0.862,0.773,3.10459332534488e-65,"A7","SLC4A4","Downregulated"
"1173",1.18016034345637e-65,-1.13663823467129,0.549,0.622,2.36032068691273e-62,"A7","TSPAN8","Downregulated"
"1174",4.95783794679644e-41,-1.02129721539036,0.99,0.957,9.91567589359289e-38,"A7","SLPI","Downregulated"
"1175",8.40256582247101e-35,-1.50689438125835,0.866,0.85,1.6805131644942e-31,"A7","CRP","Downregulated"
"1176",9.25776457372471e-15,-2.21956179756567,0.977,0.926,1.85155291474494e-11,"A7","SERPINA1","Downregulated"
"1177",7.19011463331513e-293,-2.31321404709928,1,1,1.43802292666303e-289,"S","REG1A","Downregulated"
"1178",8.64380648971848e-277,-1.32463460064654,0.369,0.9,1.7287612979437e-273,"S","PIGR","Downregulated"
"1179",1.98789048101735e-271,-2.45047570434601,0.992,0.999,3.9757809620347e-268,"S","LCN2","Downregulated"
"1180",7.11314416643897e-241,-1.99125235350899,1,1,1.42262883328779e-237,"S","PRSS2","Downregulated"
"1181",4.10434566677944e-217,-1.78443430802562,1,1,8.20869133355889e-214,"S","SPINK1","Downregulated"
"1182",4.01962620950443e-207,-1.80842167542126,0.606,0.934,8.03925241900887e-204,"S","GPX2","Downregulated"
"1183",2.41633704570427e-205,-2.00394419823181,0.746,0.959,4.83267409140854e-202,"S","KRT18","Downregulated"
"1184",2.21592305776414e-193,-1.81500049311949,0.792,0.958,4.43184611552829e-190,"S","GSTA1","Downregulated"
"1185",2.48428220630933e-188,-1.893558164139,0.996,0.998,4.96856441261867e-185,"S","PRSS1","Downregulated"
"1186",1.20048198718189e-182,-2.05263522332782,0.684,0.959,2.40096397436378e-179,"S","SLPI","Downregulated"
"1187",4.76778200874172e-177,-2.03271707710691,0.96,0.982,9.53556401748344e-174,"S","CTRB2","Downregulated"
"1188",8.49779165450284e-154,-1.36350613934705,0.487,0.862,1.69955833090057e-150,"S","DUOX2","Downregulated"
"1189",5.06504183449563e-153,-1.25544279954912,0.51,0.867,1.01300836689913e-149,"S","CLDN10","Downregulated"
"1190",4.7710111271462e-149,-1.50309183993102,0.646,0.899,9.5420222542924e-146,"S","PDZK1IP1","Downregulated"
"1191",6.01686036138251e-149,-1.64492272600134,0.464,0.846,1.2033720722765e-145,"S","KRT7","Downregulated"
"1192",1.43536440589636e-145,-1.73492964267651,0.863,0.946,2.87072881179271e-142,"S","CTRB1","Downregulated"
"1193",2.07697543295325e-144,-1.50511891555798,0.406,0.836,4.1539508659065e-141,"S","DUOXA2","Downregulated"
"1194",4.57088896153421e-142,-1.24466281107228,0.428,0.82,9.14177792306842e-139,"S","EZR","Downregulated"
"1195",2.04392383495695e-141,-1.24011584934103,0.509,0.877,4.08784766991389e-138,"S","RAB11FIP1","Downregulated"
"1196",7.00242870288842e-141,-1.82783840754374,0.534,0.887,1.40048574057768e-137,"S","MMP7","Downregulated"
"1197",2.43495690464416e-135,-1.51068797690689,0.539,0.871,4.86991380928833e-132,"S","ANXA4","Downregulated"
"1198",1.93601517576493e-134,-1.53902238387002,0.616,0.913,3.87203035152987e-131,"S","SDC4","Downregulated"
"1199",6.06623076729469e-130,-1.46433520704627,0.876,0.958,1.21324615345894e-126,"S","CLPS","Downregulated"
"1200",4.20265161783145e-127,-1.38523570602752,0.43,0.802,8.4053032356629e-124,"S","ADH1C","Downregulated"
"1201",8.34662512796682e-125,-1.50921559887272,0.46,0.777,1.66932502559336e-121,"S","SLC4A4","Downregulated"
"1202",2.75597610229393e-124,-2.17114596755767,0.948,0.97,5.51195220458787e-121,"S","REG3A","Downregulated"
"1203",4.29045666735165e-119,-2.04454346708999,0.829,0.947,8.58091333470329e-116,"S","REG1B","Downregulated"
"1204",3.15891527448717e-118,-1.46856173730723,0.611,0.845,6.31783054897434e-115,"S","CPA1","Downregulated"
"1205",2.54012521673011e-117,-1.26042581569953,0.728,0.885,5.08025043346022e-114,"S","SERPINB1","Downregulated"
"1206",4.82067990881041e-117,-1.808852017124,0.61,0.872,9.64135981762081e-114,"S","ANKRD36C","Downregulated"
"1207",9.20817965574258e-117,-1.53479512911469,0.729,0.909,1.84163593114852e-113,"S","PRSS3","Downregulated"
"1208",2.80539518452529e-116,-1.36894086700729,0.793,0.913,5.61079036905059e-113,"S","CELA3A","Downregulated"
"1209",5.64481875435924e-115,-1.21563385470764,0.415,0.781,1.12896375087185e-111,"S","APCS","Downregulated"
"1210",1.38478808115004e-113,-1.18547440802614,0.733,0.901,2.76957616230008e-110,"S","CYB5A","Downregulated"
"1211",3.85596169058604e-113,-2.33930097956671,0.752,0.928,7.71192338117208e-110,"S","SERPINA1","Downregulated"
"1212",4.39746481433821e-113,-1.42268977961209,0.484,0.792,8.79492962867642e-110,"S","BTG2","Downregulated"
"1213",1.79230789579755e-111,-1.49119389255878,0.788,0.932,3.5846157915951e-108,"S","C15orf48","Downregulated"
"1214",2.66415132812719e-110,-1.06478417586704,0.595,0.873,5.32830265625438e-107,"S","TMEM97","Downregulated"
"1215",5.46027729898202e-109,-1.53264178226286,0.509,0.825,1.0920554597964e-105,"S","OLFM4","Downregulated"
"1216",1.50742811658205e-105,-1.2776870360793,0.382,0.743,3.0148562331641e-102,"S","ALDH1A1","Downregulated"
"1217",1.8783148721861e-105,-1.04249758280231,0.349,0.762,3.7566297443722e-102,"S","FAM102A","Downregulated"
"1218",4.22068698629953e-104,-1.49844425523913,0.84,0.928,8.44137397259906e-101,"S","PLA2G1B","Downregulated"
"1219",2.12947689167387e-103,-1.94322586605723,0.807,0.895,4.25895378334773e-100,"S","CPB1","Downregulated"
"1220",2.24779878464423e-102,-1.90207203347494,0.609,0.852,4.49559756928845e-99,"S","CRP","Downregulated"
"1221",4.24001162597125e-99,-1.1468095623168,0.423,0.746,8.4800232519425e-96,"S","TMC5","Downregulated"
"1222",3.43736391642717e-97,-1.0514890767676,0.577,0.826,6.87472783285435e-94,"S","AKR1C3","Downregulated"
"1223",1.92237776851182e-91,-1.21436103238389,0.33,0.71,3.84475553702364e-88,"S","TM4SF1","Downregulated"
"1224",9.38024935167464e-90,-1.05801894816959,0.639,0.86,1.87604987033493e-86,"S","CCL20","Downregulated"
"1225",2.22042555913609e-89,-1.43503101618554,0.614,0.834,4.44085111827218e-86,"S","KLF6","Downregulated"
"1226",3.7049360659733e-86,-1.19379589690776,0.365,0.691,7.4098721319466e-83,"S","MUC1","Downregulated"
"1227",4.87732123881386e-85,-1.08050088528713,0.523,0.78,9.75464247762773e-82,"S","CEL","Downregulated"
"1228",2.32936501624979e-84,-1.16878750859201,0.746,0.881,4.65873003249958e-81,"S","CXCL2","Downregulated"
"1229",2.94165239282033e-81,-1.24730655187723,0.272,0.623,5.88330478564066e-78,"S","TSPAN8","Downregulated"
"1230",2.26994751784215e-79,-1.25256307376523,0.469,0.761,4.5398950356843e-76,"S","WFDC2","Downregulated"
"1231",3.62327093564378e-76,-1.2666055743434,0.607,0.805,7.24654187128757e-73,"S","ALB","Downregulated"
"1232",8.23570454365906e-76,-1.10272769688719,0.342,0.684,1.64714090873181e-72,"S","TNFSF10","Downregulated"
"1233",8.6931492086448e-73,-1.14522672578806,0.777,0.901,1.73862984172896e-69,"S","ATF3","Downregulated"
"1234",2.77723586279308e-72,-1.16420969465883,0.514,0.741,5.55447172558616e-69,"S","CELA2A","Downregulated"
"1235",1.74576096394643e-62,-1.04362632898538,0.398,0.667,3.49152192789286e-59,"S","IGFBP2","Downregulated"
"1236",4.96469630070471e-57,-1.01726941034415,0.477,0.721,9.92939260140942e-54,"S","C3","Downregulated"
"1237",1.43973747226373e-56,-1.32899684752676,0.279,0.591,2.87947494452747e-53,"S","CFTR","Downregulated"
"1238",2.14555680277824e-55,-1.89511197265164,0.383,0.598,4.29111360555647e-52,"S","SPP1","Downregulated"
"1239",3.56075782086974e-54,-1.09624693172771,0.383,0.635,7.12151564173947e-51,"S","SLC25A37","Downregulated"
"1240",6.15145020944368e-54,-1.04838234265448,0.492,0.721,1.23029004188874e-50,"S","SAA1","Downregulated"
"1241",7.20044786448814e-52,-1.0461934286897,0.557,0.776,1.44008957289763e-48,"S","FXYD2","Downregulated"
"1242",4.45980132917285e-51,-1.14729637171063,0.384,0.641,8.91960265834571e-48,"S","DEFB1","Downregulated"
"1243",3.69655695587194e-47,-1.06310195315026,0.342,0.568,7.39311391174388e-44,"S","KRT19","Downregulated"
"1244",4.80880787097264e-46,-1.00682491019166,0.662,0.863,9.61761574194527e-43,"S","C12orf75","Downregulated"
"1245",1.24908857755409e-42,-1.02873004180226,0.557,0.702,2.49817715510817e-39,"S","BIRC3","Downregulated"
"1246",6.98984654138105e-41,-1.07779582182323,0.725,0.87,1.39796930827621e-37,"S","PTGR1","Downregulated"
"1247",9.33683543650878e-37,-1.09467475205949,0.876,0.916,1.86736708730176e-33,"S","AKR1C2","Downregulated"
"1248",1.01120940181093e-32,-1.0187378305746,0.476,0.657,2.02241880362186e-29,"S","FGG","Downregulated"
"1249",5.81037331803075e-31,-1.10418245125607,0.798,0.847,1.16207466360615e-27,"S","CCL2","Downregulated"
"1250",0.00027380743869757,-1.15921285723346,0.546,0.49,0.54761487739514,"S","INS","Downregulated"
"1251",3.32562213093134e-202,-1.10131696180872,0.465,0.919,6.65124426186268e-199,"M","INSR","Downregulated"
"1252",4.72603625086365e-200,-1.40612913891697,0.256,0.874,9.4520725017273e-197,"M","TMEM97","Downregulated"
"1253",3.06465183762806e-162,-1.28247557510619,0.54,0.888,6.12930367525612e-159,"M","PLK2","Downregulated"
"1254",1.44971355749974e-153,-1.02220783475303,0.651,0.898,2.89942711499948e-150,"M","PIGR","Downregulated"
"1255",1.74286039193608e-151,-1.3589895771267,0.238,0.777,3.48572078387215e-148,"M","SLC4A4","Downregulated"
"1256",5.62490656809287e-146,-1.26656279134388,0.374,0.823,1.12498131361857e-142,"M","CYR61","Downregulated"
"1257",3.49948709326323e-140,-1.84785146981331,1,1,6.99897418652646e-137,"M","REG1A","Downregulated"
"1258",7.36897295814679e-134,-1.88191187944941,0.809,0.938,1.47379459162936e-130,"M","SOX4","Downregulated"
"1259",1.96240157568232e-127,-1.32535207032907,0.562,0.861,3.92480315136464e-124,"M","DUOX2","Downregulated"
"1260",2.91016710361954e-125,-1.63620303134427,0.637,0.912,5.82033420723908e-122,"M","SDC4","Downregulated"
"1261",7.40101732036202e-123,-1.42683631504417,0.605,0.934,1.4802034640724e-119,"M","GPX2","Downregulated"
"1262",9.24960078304514e-123,-1.55339538027375,0.567,0.902,1.84992015660903e-119,"M","ATF3","Downregulated"
"1263",3.31147138276705e-121,-1.35059264599712,0.403,0.871,6.6229427655341e-118,"M","ANXA4","Downregulated"
"1264",1.7567417370365e-117,-1.47285276594035,0.564,0.899,3.51348347407299e-114,"M","PDZK1IP1","Downregulated"
"1265",4.39548802246381e-114,-1.63487691541162,0.773,0.958,8.79097604492761e-111,"M","KRT18","Downregulated"
"1266",1.02543059839167e-112,-1.27561126900659,0.594,0.83,2.05086119678335e-109,"M","F3","Downregulated"
"1267",7.30281909846452e-110,-1.26971433975355,0.351,0.802,1.4605638196929e-106,"M","ADH1C","Downregulated"
"1268",8.19711386003392e-110,-1.44084427353639,0.823,0.958,1.63942277200678e-106,"M","GSTA1","Downregulated"
"1269",9.79699943730695e-109,-1.76852103328724,0.977,0.998,1.95939988746139e-105,"M","PRSS1","Downregulated"
"1270",7.49019356489471e-98,-1.35978851414236,0.53,0.835,1.49803871297894e-94,"M","DUOXA2","Downregulated"
"1271",2.92724647873626e-97,-1.76215307605664,0.887,0.982,5.85449295747252e-94,"M","TPM1","Downregulated"
"1272",6.52994146190628e-94,-1.24413851097103,0.581,0.919,1.30598829238126e-90,"M","HSPB1","Downregulated"
"1273",1.13511970938764e-93,-1.6017232226036,0.996,0.999,2.27023941877527e-90,"M","LCN2","Downregulated"
"1274",6.29794302362769e-92,-1.3392651301085,0.771,0.913,1.25958860472554e-88,"M","CELA3A","Downregulated"
"1275",1.49420381691552e-91,-1.99723909088566,0.85,0.947,2.98840763383104e-88,"M","REG1B","Downregulated"
"1276",2.64707440637575e-88,-2.29408163796737,0.871,0.971,5.29414881275149e-85,"M","REG3A","Downregulated"
"1277",7.22002740486003e-88,-1.35635502847002,0.699,0.881,1.44400548097201e-84,"M","CXCL2","Downregulated"
"1278",1.94789599088416e-87,-1.86568788580308,0.521,0.852,3.89579198176832e-84,"M","CRP","Downregulated"
"1279",1.4242100446696e-84,-1.44426910530338,0.683,0.897,2.8484200893392e-81,"M","TNFRSF12A","Downregulated"
"1280",1.18901484435228e-82,-1.62273298849629,0.682,0.872,2.37802968870456e-79,"M","ANKRD36C","Downregulated"
"1281",1.78050780354253e-81,-1.53452816687592,0.9,0.945,3.56101560708506e-78,"M","CTRB1","Downregulated"
"1282",1.70402776944791e-78,-1.20375331531246,0.252,0.71,3.40805553889581e-75,"M","TM4SF1","Downregulated"
"1283",4.03665819700344e-78,-1.22394094031175,0.615,0.845,8.07331639400688e-75,"M","CPA1","Downregulated"
"1284",1.31040796961084e-75,-1.86026755907653,0.798,0.895,2.62081593922169e-72,"M","CPB1","Downregulated"
"1285",4.98829282420223e-74,-1.31567013087734,0.492,0.764,9.97658564840446e-71,"M","CLU","Downregulated"
"1286",6.31639511974699e-71,-1.4777159524992,0.603,0.886,1.2632790239494e-67,"M","MMP7","Downregulated"
"1287",1.22934474121435e-66,-1.19188757555176,0.626,0.854,2.4586894824287e-63,"M","HES1","Downregulated"
"1288",8.10809451169282e-66,-1.53316463191352,0.977,0.982,1.62161890233856e-62,"M","CTRB2","Downregulated"
"1289",8.31964568635228e-64,-1.26373354606728,1,1,1.66392913727046e-60,"M","PRSS2","Downregulated"
"1290",3.36699203341457e-63,-1.01652100452412,0.419,0.742,6.73398406682914e-60,"M","ALDH1A1","Downregulated"
"1291",3.5671552098244e-63,-1.37213145914287,0.839,0.958,7.13431041964881e-60,"M","SLPI","Downregulated"
"1292",2.91969331023991e-62,-1.05567784002831,0.646,0.844,5.83938662047983e-59,"M","KRT7","Downregulated"
"1293",3.47253351742833e-59,-1.15299124127315,0.553,0.805,6.94506703485665e-56,"M","ALB","Downregulated"
"1294",3.27969541995301e-53,-1.20816069180374,0.823,0.908,6.55939083990602e-50,"M","PRSS3","Downregulated"
"1295",1.64014120374475e-51,-1.05722723549269,0.343,0.691,3.28028240748949e-48,"M","MUC1","Downregulated"
"1296",9.37357594055716e-50,-1.11495122461168,0.83,0.928,1.87471518811143e-46,"M","PLA2G1B","Downregulated"
"1297",1.62197710369213e-47,-1.01496267665361,0.431,0.721,3.24395420738426e-44,"M","SAA1","Downregulated"
"1298",3.02562859779571e-45,-1.16149058099098,0.614,0.824,6.05125719559142e-42,"M","OLFM4","Downregulated"
"1299",4.78957215938188e-42,-1.07141116954233,0.642,0.76,9.57914431876376e-39,"M","WFDC2","Downregulated"
"1300",1.12706811141837e-32,-1.27485029575525,0.433,0.66,2.25413622283674e-29,"M","TFPI2","Downregulated"
"1301",1.15626382228901e-17,-1.08251471783312,0.524,0.602,2.31252764457803e-14,"M","IGFBP7","Downregulated"
"1302",4.85216327592022e-09,-1.07990398193621,0.524,0.59,9.70432655184044e-06,"M","CFTR","Downregulated"
"1303",0.00907494510185467,-1.38905340186965,0.903,0.927,1,"M","SERPINA1","Downregulated"
"1304",1.5343132666337e-123,-1.70287032827047,0.612,0.931,3.06862653326739e-120,"I","NUPR1","Downregulated"
"1305",2.30597615040708e-122,-1.15855400715634,0.835,0.932,4.61195230081417e-119,"I","B4GALT1","Downregulated"
"1306",5.03865060690563e-106,-1.76814676354641,0.759,0.951,1.00773012138113e-102,"I","SAT1","Downregulated"
"1307",4.86818982808152e-99,-1.29323200751487,0.386,0.823,9.73637965616304e-96,"I","CYR61","Downregulated"
"1308",9.53700327727956e-89,-1.61315821665009,0.55,0.901,1.90740065545591e-85,"I","NFKBIA","Downregulated"
"1309",1.02772128073409e-85,-1.16543940993353,0.87,0.896,2.05544256146817e-82,"I","PIGR","Downregulated"
"1310",1.64310924645719e-84,-1.68012671963684,0.435,0.829,3.28621849291437e-81,"I","CXCL3","Downregulated"
"1311",6.12181709232273e-78,-1.2021671039018,0.541,0.861,1.22436341846455e-74,"I","DUOX2","Downregulated"
"1312",1.88848394819594e-77,-1.06489836739387,0.349,0.758,3.77696789639189e-74,"I","PMEPA1","Downregulated"
"1313",2.93019205732374e-77,-1.78932878774858,0.614,0.854,5.86038411464748e-74,"I","HES1","Downregulated"
"1314",2.98199086562134e-77,-1.07150192895617,0.268,0.723,5.96398173124267e-74,"I","SGK1","Downregulated"
"1315",4.4497101288631e-71,-1.94627736977452,0.934,0.982,8.89942025772621e-68,"I","TPM1","Downregulated"
"1316",3.55310021585012e-70,-1.65064702366059,0.681,0.945,7.10620043170023e-67,"I","LGALS3","Downregulated"
"1317",8.82506363948255e-70,-1.7092486693972,0.791,0.937,1.76501272789651e-66,"I","SOX4","Downregulated"
"1318",1.5476065564241e-69,-1.37873309118931,0.472,0.776,3.0952131128482e-66,"I","SLC4A4","Downregulated"
"1319",8.01292578586203e-69,-1.36094478183938,0.644,0.902,1.60258515717241e-65,"I","ATF3","Downregulated"
"1320",2.34860439770031e-67,-1.13245598627102,0.673,0.887,4.69720879540062e-64,"I","PLK2","Downregulated"
"1321",3.97697573092147e-67,-1.25825982290989,0.943,0.985,7.95395146184295e-64,"I","S100A11","Downregulated"
"1322",4.49406466931294e-64,-1.44791599821414,0.686,0.86,8.98812933862588e-61,"I","CCL20","Downregulated"
"1323",3.92050319973277e-62,-1.40318175680939,0.479,0.835,7.84100639946555e-59,"I","DUOXA2","Downregulated"
"1324",2.19364120261796e-59,-1.22465407935517,0.587,0.87,4.38728240523591e-56,"I","ANXA4","Downregulated"
"1325",2.8875498376963e-58,-1.41084576818966,0.907,0.968,5.77509967539261e-55,"I","NEAT1","Downregulated"
"1326",1.32443675174399e-57,-1.21886832974022,0.759,0.88,2.64887350348797e-54,"I","CXCL2","Downregulated"
"1327",7.38075986196213e-57,-1.28057875290549,0.722,0.911,1.47615197239243e-53,"I","SDC4","Downregulated"
"1328",8.54729796044524e-57,-1.2242823568846,0.631,0.831,1.70945959208905e-53,"I","FOSB","Downregulated"
"1329",1.2600083181394e-56,-1.41940924254481,0.862,0.971,2.52001663627881e-53,"I","S100A10","Downregulated"
"1330",2.60984835333524e-56,-1.2149523124268,0.705,0.898,5.21969670667049e-53,"I","PDZK1IP1","Downregulated"
"1331",8.12674429485572e-55,-1.0487457880435,0.936,0.985,1.62534885897114e-51,"I","TXN","Downregulated"
"1332",6.9407143829851e-54,-1.5233143636679,0.796,0.958,1.38814287659702e-50,"I","SLPI","Downregulated"
"1333",8.47551989590924e-54,-1.04592144821042,0.609,0.88,1.69510397918185e-50,"I","TPM4","Downregulated"
"1334",1.20957458900631e-51,-1.41305397542316,0.732,0.896,2.41914917801263e-48,"I","TNFRSF12A","Downregulated"
"1335",1.65579581535762e-51,-1.64513942115017,0.998,0.999,3.31159163071523e-48,"I","LCN2","Downregulated"
"1336",9.57714439893136e-51,-1.33642863970025,0.671,0.833,1.91542887978627e-47,"I","KLF6","Downregulated"
"1337",6.18700671795301e-50,-1.73778437205097,0.727,0.885,1.2374013435906e-46,"I","MMP7","Downregulated"
"1338",2.48168047963459e-49,-1.21532898911023,0.455,0.78,4.96336095926919e-46,"I","APCS","Downregulated"
"1339",8.56044510894138e-49,-1.41372607723173,0.744,0.92,1.71208902178828e-45,"I","PRDX1","Downregulated"
"1340",1.06233907763505e-48,-1.30313288559621,0.924,0.957,2.12467815527009e-45,"I","KRT18","Downregulated"
