"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","regulation"
"1341",4.81862911529186e-47,-1.03088579985773,0.428,0.721,9.63725823058372e-44,"I","C3","Downregulated"
"1342",1.13612820493766e-45,-1.00238857032701,0.428,0.702,2.27225640987532e-42,"I","BIRC3","Downregulated"
"1343",4.16836881548222e-45,-1.37628344185711,0.862,0.927,8.33673763096445e-42,"I","PLA2G1B","Downregulated"
"1344",5.7958637197526e-44,-1.09777175364208,0.882,0.957,1.15917274395052e-40,"I","GSTA1","Downregulated"
"1345",2.24575178052045e-42,-1.13563836892884,0.776,0.829,4.49150356104089e-39,"I","F3","Downregulated"
"1346",7.64999702256288e-40,-1.04413347199596,0.396,0.69,1.52999940451258e-36,"I","MUC1","Downregulated"
"1347",8.47283997863545e-39,-1.01777091487701,0.314,0.635,1.69456799572709e-35,"I","SLC25A37","Downregulated"
"1348",1.10265031838742e-37,-1.29366793896466,0.912,0.96,2.20530063677484e-34,"I","ITGB1","Downregulated"
"1349",6.32495198558153e-37,-1.54975770187381,0.867,0.935,1.26499039711631e-33,"I","CXCL8","Downregulated"
"1350",4.76693627305361e-36,-1.70336067030385,0.74,0.847,9.53387254610721e-33,"I","CCL2","Downregulated"
"1351",3.78862172864466e-34,-1.43554825249063,0.835,0.894,7.57724345728932e-31,"I","CPB1","Downregulated"
"1352",2.26530730068735e-31,-1.71500818368721,0.447,0.66,4.5306146013747e-28,"I","TFPI2","Downregulated"
"1353",5.38363850266071e-27,-1.15003468230347,0.769,0.823,1.07672770053214e-23,"I","OLFM4","Downregulated"
"1354",1.25405147124164e-26,-1.42276242542279,0.533,0.709,2.50810294248328e-23,"I","CXCL1","Downregulated"
"1355",2.74476973509802e-26,-1.74362577152977,0.779,0.851,5.48953947019605e-23,"I","CRP","Downregulated"
"1356",1.11754645549225e-24,-1.43301249012084,0.948,0.97,2.2350929109845e-21,"I","REG3A","Downregulated"
"1357",2.46456488310905e-24,-1.01567309057931,0.543,0.689,4.9291297662181e-21,"I","GDF15","Downregulated"
"1358",7.4473641537375e-24,-1.58609164195048,0.902,0.87,1.4894728307475e-20,"I","ANKRD36C","Downregulated"
"1359",7.03544970032247e-14,-1.1754984882006,0.457,0.59,1.40708994006449e-10,"I","CFTR","Downregulated"
"1360",1.95671249647044e-11,-1.05263857377378,0.916,0.946,3.91342499294088e-08,"I","REG1B","Downregulated"
"1361",3.47991702831953e-10,-1.24762296341451,0.582,0.596,6.95983405663906e-07,"I","SPP1","Downregulated"
"1362",1.7794328863785e-86,-1.07318829535309,0.171,0.85,3.55886577275699e-83,"E","GBP1","Downregulated"
"1363",3.56559266064405e-84,-1.46987480835329,0.624,0.897,7.1311853212881e-81,"E","PIGR","Downregulated"
"1364",1.03051382668062e-82,-1.90462795033786,0.281,0.86,2.06102765336125e-79,"E","CCL20","Downregulated"
"1365",2.85489025428032e-69,-1.96014267031111,1,1,5.70978050856064e-66,"E","REG1A","Downregulated"
"1366",6.61158520548122e-64,-1.79635644974481,0.567,0.933,1.32231704109624e-60,"E","GPX2","Downregulated"
"1367",1.473109323604e-63,-2.07630695327492,0.705,0.958,2.94621864720801e-60,"E","KRT18","Downregulated"
"1368",2.5115479580248e-62,-1.14199324094715,0.319,0.872,5.0230959160496e-59,"E","TMEM97","Downregulated"
"1369",1.57101634434627e-61,-2.2436045230734,0.49,0.959,3.14203268869254e-58,"E","SLPI","Downregulated"
"1370",4.2843997823722e-58,-1.94196110444638,0.438,0.881,8.56879956474439e-55,"E","CXCL2","Downregulated"
"1371",1.09644546764585e-57,-1.86906240390292,0.495,0.912,2.19289093529171e-54,"E","SDC4","Downregulated"
"1372",2.20234020473528e-57,-1.60884104569126,0.281,0.829,4.40468040947056e-54,"E","CXCL3","Downregulated"
"1373",2.33614780302411e-57,-1.25431078828738,0.257,0.805,4.67229560604821e-54,"E","DST","Downregulated"
"1374",7.36865532477177e-56,-2.09195104974205,0.981,0.999,1.47373106495435e-52,"E","LCN2","Downregulated"
"1375",5.81320268754027e-55,-1.92706102478958,0.629,0.935,1.16264053750805e-51,"E","CXCL8","Downregulated"
"1376",2.17101755347296e-54,-2.33263667577052,0.276,0.852,4.34203510694592e-51,"E","CRP","Downregulated"
"1377",7.7364858999886e-54,-1.27171292020517,0.352,0.861,1.54729717999772e-50,"E","DUOX2","Downregulated"
"1378",1.93099103615428e-53,-1.61356938470057,0.338,0.87,3.86198207230857e-50,"E","ANXA4","Downregulated"
"1379",1.57147441088334e-52,-1.43014336737127,0.352,0.83,3.14294882176668e-49,"E","F3","Downregulated"
"1380",3.007373406945e-52,-1.30828004073094,0.195,0.76,6.01474681389e-49,"E","FAM102A","Downregulated"
"1381",1.5610652286731e-50,-1.72821259061766,0.662,0.897,3.12213045734619e-47,"E","PDZK1IP1","Downregulated"
"1382",1.07341073633784e-48,-1.75404847417209,0.452,0.834,2.14682147267569e-45,"E","DUOXA2","Downregulated"
"1383",4.32012829940181e-47,-1.21302640291155,0.605,0.875,8.64025659880362e-44,"E","RAB11FIP1","Downregulated"
"1384",5.97432747156816e-47,-1.14895579777123,0.414,0.832,1.19486549431363e-43,"E","UGDH","Downregulated"
"1385",6.83696139288173e-47,-1.50563751975299,0.352,0.801,1.36739227857635e-43,"E","ADH1C","Downregulated"
"1386",1.66809618711843e-44,-1.63151120503216,0.843,0.945,3.33619237423686e-41,"E","CTRB1","Downregulated"
"1387",1.24512120461626e-43,-1.52574014175353,0.771,0.957,2.49024240923253e-40,"E","GSTA1","Downregulated"
"1388",5.67215077185591e-43,-1.42906074667673,0.257,0.745,1.13443015437118e-39,"E","TMC5","Downregulated"
"1389",2.02825728234259e-42,-1.72152294903179,0.971,0.998,4.05651456468519e-39,"E","PRSS1","Downregulated"
"1390",4.34042700148224e-40,-1.4110525072824,0.6,0.901,8.68085400296448e-37,"E","ATF3","Downregulated"
"1391",6.78654415706804e-40,-1.45158986319654,0.086,0.59,1.35730883141361e-36,"E","CFTR","Downregulated"
"1392",6.92155349551964e-40,-1.49910540704941,1,1,1.38431069910393e-36,"E","PRSS2","Downregulated"
"1393",5.73666250784089e-39,-1.31982661449801,0.467,0.863,1.14733250156818e-35,"E","C12orf75","Downregulated"
"1394",1.39046270330556e-38,-1.81305964916644,0.843,0.982,2.78092540661112e-35,"E","TPM1","Downregulated"
"1395",8.53911229414131e-37,-1.97172613692485,0.743,0.871,1.70782245882826e-33,"E","ANKRD36C","Downregulated"
"1396",1.06037054495909e-36,-1.96321987376789,0.848,0.946,2.12074108991817e-33,"E","REG1B","Downregulated"
"1397",2.70143086428905e-36,-1.68934663437626,0.219,0.709,5.40286172857811e-33,"E","CXCL1","Downregulated"
"1398",2.74153518918575e-36,-1.63193119308006,0.967,0.982,5.4830703783715e-33,"E","CTRB2","Downregulated"
"1399",6.52810037368059e-36,-1.24926404438999,0.557,0.844,1.30562007473612e-32,"E","CPA1","Downregulated"
"1400",3.7533618944433e-35,-1.34833004590636,0.752,0.931,7.5067237888866e-32,"E","C15orf48","Downregulated"
"1401",8.04817850611382e-35,-1.53958543326043,0.471,0.824,1.60963570122276e-31,"E","OLFM4","Downregulated"
"1402",9.18904498965617e-35,-1.13109802842293,0.267,0.726,1.83780899793123e-31,"E","LGALS2","Downregulated"
"1403",2.20431839944196e-34,-1.8775477549951,0.69,0.894,4.40863679888391e-31,"E","CPB1","Downregulated"
"1404",2.3850859867938e-34,-1.27724139792034,1,1,4.7701719735876e-31,"E","SPINK1","Downregulated"
"1405",3.64248925200001e-34,-1.42025476363774,0.371,0.763,7.28497850400002e-31,"E","CLU","Downregulated"
"1406",1.089234447636e-33,-1.54553781657085,0.752,0.928,2.178468895272e-30,"E","PLA2G1B","Downregulated"
"1407",1.12643979679085e-33,-1.14093108830331,0.49,0.831,2.25287959358171e-30,"E","FOSB","Downregulated"
"1408",1.19570352059889e-33,-1.0606050687618,0.381,0.76,2.39140704119778e-30,"E","CPA2","Downregulated"
"1409",9.82299948002375e-33,-1.01674797139994,0.752,0.93,1.96459989600475e-29,"E","SQSTM1","Downregulated"
"1410",1.42958254425364e-31,-1.28522633229006,0.424,0.791,2.85916508850728e-28,"E","MT1G","Downregulated"
"1411",3.50957949974319e-31,-1.64550430505594,0.567,0.847,7.01915899948637e-28,"E","CCL2","Downregulated"
"1412",3.91089823737115e-30,-1.09477900420714,0.624,0.866,7.82179647474229e-27,"E","CLDN10","Downregulated"
"1413",4.6015989001804e-29,-1.97901606125327,0.919,0.97,9.2031978003608e-26,"E","REG3A","Downregulated"
"1414",7.3543215817278e-28,-1.37776279606488,0.714,0.87,1.47086431634556e-24,"E","PTGR1","Downregulated"
"1415",1.08366850035921e-27,-1.04847855430226,0.362,0.729,2.16733700071841e-24,"E","PNLIP","Downregulated"
"1416",2.0849640926445e-27,-1.16376353036208,0.571,0.775,4.16992818528899e-24,"E","FXYD2","Downregulated"
"1417",4.05577912676216e-27,-1.59283096769444,0.7,0.885,8.11155825352431e-24,"E","MMP7","Downregulated"
"1418",7.60709136661269e-27,-1.3914835960006,0.524,0.775,1.52141827332254e-23,"E","SLC4A4","Downregulated"
"1419",2.88879971437971e-26,-1.07855881870465,0.357,0.75,5.77759942875942e-23,"E","CEBPD","Downregulated"
"1420",3.8609380006135e-25,-1.46485511405867,0.614,0.779,7.72187600122701e-22,"E","APCS","Downregulated"
"1421",2.97625944071097e-24,-1.2493095899047,0.433,0.72,5.95251888142194e-21,"E","C3","Downregulated"
"1422",1.43620519413895e-21,-1.01569275981665,0.224,0.567,2.87241038827791e-18,"E","KRT19","Downregulated"
"1423",4.09664366089504e-21,-1.01253008227057,0.695,0.844,8.19328732179008e-18,"E","KRT7","Downregulated"
"1424",3.82823388820286e-20,-1.56541709518254,0.352,0.66,7.65646777640573e-17,"E","TFPI2","Downregulated"
"1425",6.59964131722394e-20,-1.19886219797549,0.533,0.717,1.31992826344479e-16,"E","RNF213","Downregulated"
"1426",2.29710475676577e-17,-2.12751467300757,0.743,0.927,4.59420951353154e-14,"E","SERPINA1","Downregulated"
"1427",2.50067319474346e-17,-1.28399261200891,0.643,0.76,5.00134638948692e-14,"E","WFDC2","Downregulated"
"1428",3.04802331299949e-16,-1.07953795057508,0.419,0.666,6.09604662599899e-13,"E","IGFBP2","Downregulated"
"1429",1.06715687161543e-15,-1.90281926170577,0.352,0.597,2.13431374323086e-12,"E","SPP1","Downregulated"
"1430",1.2133110137328e-14,-1.01808877955299,0.776,0.908,2.42662202746561e-11,"E","PRSS3","Downregulated"
"1431",5.52442258153038e-12,-1.08243471798727,0.638,0.723,1.10488451630608e-08,"E","MGST1","Downregulated"
